gender,age,age_o,samerace,attractive_o,sincere_o,intelligence_o,funny_o,ambition_o,shared_interests_o,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,match,age_d,relative_attractive,relative_sincere,relative_intelligence,relative_funny,relative_ambition,relative_shared
1,27.0,25.0,1,5.0,6.0,7.0,4.0,5.0,6.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,0.17,2.0,2.0,7.0,5.0,1,2.0,2.9997,0.8887999999999999,0.8887999999999999,0.8887999999999999,0.7777,1.111
1,27.0,26.0,0,6.0,7.0,8.0,7.0,9.0,6.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,8.0,6.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,5.0,0.1,2.0,2.0,7.0,5.0,0,1.0,2.3331,0.7777,0.7777,0.7777,0.6666,1.111
1,24.0,21.0,0,5.0,6.0,6.0,8.0,10.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.36,19.0,1.0,6.0,6.0,0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
1,24.0,24.0,1,6.0,7.0,8.0,7.0,9.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,6.0,5.0,7.0,7.0,9.0,7.0,0.39,19.0,1.0,6.0,9.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1,24.0,25.0,1,8.0,7.0,9.0,7.0,9.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,5.0,6.0,8.0,5.0,8.0,6.0,-0.47,19.0,1.0,5.0,5.0,0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
1,24.0,23.0,1,8.0,9.0,10.0,10.0,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,7.0,8.0,8.0,7.0,8.0,7.0,-0.19,19.0,1.0,7.0,7.0,0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
1,24.0,21.0,1,9.0,6.0,7.0,9.0,6.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,3.0,10.0,7.0,7.0,10.0,5.0,-0.06,19.0,1.0,4.0,10.0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
1,24.0,23.0,0,8.0,9.0,9.0,9.0,10.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,6.0,10.0,7.0,0.43,19.0,1.0,6.0,7.0,0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
1,24.0,22.0,0,8.0,6.0,7.0,7.0,8.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,7.0,6.0,8.0,6.0,8.0,7.0,-0.16,19.0,1.0,7.0,7.0,0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
1,24.0,25.0,1,7.0,6.0,8.0,7.0,9.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,8.0,8.0,-0.21,19.0,1.0,8.0,8.0,1,1.0,8.0,0.0,0.0,0.0,0.0,0.0
1,24.0,26.0,0,7.0,8.0,7.0,8.0,7.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,5.0,6.0,6.0,6.0,6.0,6.0,-0.23,19.0,1.0,6.0,6.0,0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
1,24.0,26.0,1,9.0,9.0,8.0,10.0,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,0.08,19.0,1.0,7.0,7.0,0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
0,21.0,24.0,0,4.0,5.0,6.0,4.0,6.0,2.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,5.0,8.0,8.0,4.0,9.0,3.0,0.43,0.0,0.0,6.0,1.0,0,3.0,0.6,1.44,1.6,0.64,1.44,0.54
0,21.0,24.0,0,6.0,7.0,8.0,6.0,7.0,7.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,7.0,7.0,8.0,5.0,7.0,2.0,-0.4,0.0,0.0,6.0,1.0,0,3.0,0.84,1.26,1.6,0.8,1.12,0.36
0,21.0,28.0,0,7.0,8.0,8.0,7.0,9.0,6.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,6.0,8.0,8.0,6.0,8.0,4.0,0.01,0.0,0.0,5.0,2.0,0,7.0,0.72,1.44,1.6,0.96,1.28,0.72
0,21.0,26.0,0,6.0,7.0,10.0,8.0,9.0,8.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,6.0,8.0,8.0,6.0,8.0,5.0,0.22,0.0,0.0,8.0,2.0,0,5.0,0.72,1.44,1.6,0.96,1.28,0.9
0,21.0,30.0,0,9.0,5.0,6.0,5.0,5.0,7.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,4.0,7.0,7.0,4.0,7.0,3.0,-0.06,0.0,0.0,5.0,1.0,0,9.0,0.48,1.26,1.4,0.64,1.12,0.54
0,21.0,22.0,0,3.0,8.0,5.0,5.0,8.0,3.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,7.0,7.0,7.0,5.0,6.0,3.0,-0.08,0.0,0.0,6.0,1.0,0,1.0,0.84,1.26,1.4,0.8,0.96,0.54
0,21.0,25.0,1,6.0,7.0,8.0,4.0,6.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,8.0,0.28,0.0,0.0,9.0,5.0,0,4.0,1.08,1.62,2.0,1.44,1.44,1.44
0,21.0,23.0,0,2.0,8.0,8.0,3.0,2.0,2.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,7.0,4.0,6.0,4.0,4.0,2.0,0.44,0.0,0.0,2.0,1.0,0,2.0,0.84,0.72,1.2,0.64,0.64,0.36
0,21.0,21.0,0,6.0,6.0,8.0,6.0,7.0,6.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,5.0,8.0,8.0,5.0,8.0,2.0,0.62,0.0,0.0,6.0,1.0,0,0.0,0.6,1.44,1.6,0.8,1.28,0.36
0,21.0,28.0,0,6.0,8.0,8.0,7.0,7.0,6.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,6.0,8.0,7.0,7.0,7.0,2.0,-0.08,0.0,0.0,6.0,1.0,0,7.0,0.72,1.44,1.4,1.12,1.12,0.36
0,21.0,28.0,0,5.0,7.0,7.0,7.0,7.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,6.0,8.0,7.0,6.0,8.0,2.0,-0.2,0.0,0.0,6.0,1.0,0,7.0,0.72,1.44,1.4,0.96,1.28,0.36
0,21.0,23.0,0,5.0,8.0,10.0,7.0,9.0,5.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,7.0,9.0,10.0,5.0,9.0,9.0,8.0,9.0,5.0,0.39,0.0,0.0,8.0,3.0,0,2.0,0.6,1.62,1.8,1.28,1.44,0.9
0,27.0,25.0,0,4.0,10.0,8.0,8.0,6.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,5.0,7.0,7.0,6.0,7.0,5.0,0.29,2.0,2.0,6.0,4.0,0,2.0,1.0,1.4,1.4,0.6,0.7,1.0
0,27.0,23.0,0,3.0,6.0,8.0,5.0,5.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,5.0,6.0,6.0,5.0,6.0,3.0,0.44,2.0,2.0,3.0,2.0,0,4.0,1.0,1.2,1.2,0.5,0.6,0.6
0,27.0,24.0,0,4.0,5.0,5.0,3.0,5.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,5.0,7.0,7.0,5.0,7.0,3.0,-0.04,2.0,2.0,4.0,3.0,0,3.0,1.0,1.4,1.4,0.5,0.7,0.6
0,27.0,24.0,0,6.0,7.0,6.0,6.0,8.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0,-0.21,2.0,2.0,6.0,6.0,1,3.0,1.2,1.6,1.6,0.7,0.7,1.2
0,27.0,28.0,0,7.0,7.0,7.0,5.0,6.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,4.0,6.0,6.0,-0.02,2.0,2.0,6.0,6.0,1,1.0,1.2,1.4,1.4,0.4,0.6,1.2
0,27.0,26.0,0,5.0,8.0,5.0,5.0,6.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,-0.33,2.0,2.0,7.0,4.0,0,1.0,1.6,1.4,1.4,0.7,0.6,1.4
0,27.0,23.0,0,2.0,2.0,3.0,2.0,2.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,3.0,4.0,5.0,4.0,4.0,2.0,-0.52,2.0,2.0,2.0,1.0,0,4.0,0.6,0.8,1.0,0.4,0.4,0.4
0,27.0,21.0,0,4.0,6.0,7.0,6.0,5.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,3.0,6.0,7.0,5.0,5.0,4.0,0.03,2.0,2.0,2.0,2.0,0,6.0,0.6,1.2,1.4,0.5,0.5,0.8
0,27.0,28.0,0,6.0,8.0,8.0,7.0,8.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,0.5,2.0,2.0,8.0,5.0,0,1.0,1.4,1.4,1.6,0.6,0.7,1.6
0,27.0,28.0,0,4.0,7.0,7.0,6.0,6.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,4.0,5.0,5.0,4.0,5.0,4.0,0.33,2.0,2.0,4.0,2.0,0,1.0,0.8,1.0,1.0,0.4,0.5,0.8
0,27.0,23.0,1,5.0,8.0,9.0,7.0,10.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,0.16,2.0,2.0,7.0,6.0,0,4.0,1.2,1.4,1.4,0.7,0.7,1.4
0,21.0,25.0,1,5.0,4.0,3.0,7.0,4.0,3.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,5.0,7.0,6.0,6.0,6.0,7.0,0.22,3.0,3.0,8.0,6.0,0,4.0,0.5,1.4,2.4,0.6,0.6,0.7
0,21.0,24.0,0,4.0,6.0,5.0,4.0,3.0,2.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,-0.35,3.0,3.0,7.0,6.0,1,3.0,0.5,1.4,3.2,0.6,0.6,0.7
0,21.0,28.0,0,7.0,8.0,7.0,6.0,6.0,6.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,5.0,-0.1,3.0,3.0,7.0,5.0,1,7.0,0.6,1.4,2.8,0.6,0.7,0.5
0,21.0,26.0,0,6.0,8.0,9.0,8.0,8.0,9.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,-0.52,3.0,3.0,7.0,5.0,0,5.0,0.7,1.2,2.8,0.7,0.7,0.6
0,21.0,30.0,0,5.0,6.0,6.0,4.0,7.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,5.0,6.0,7.0,6.0,6.0,6.0,0.21,3.0,3.0,6.0,5.0,0,9.0,0.5,1.2,2.8,0.6,0.6,0.6
0,21.0,22.0,0,4.0,6.0,6.0,4.0,3.0,3.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,5.0,0.58,3.0,3.0,6.0,5.0,0,1.0,0.6,1.2,2.4,0.8,0.6,0.5
0,21.0,25.0,1,7.0,8.0,8.0,6.0,7.0,3.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,-0.23,3.0,3.0,8.0,6.0,0,4.0,0.7,1.4,2.4,0.7,0.6,0.7
0,21.0,23.0,0,4.0,6.0,4.0,1.0,1.0,1.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,7.0,6.0,5.0,4.0,4.0,4.0,-0.57,3.0,3.0,6.0,4.0,0,2.0,0.7,1.2,2.0,0.4,0.4,0.4
0,21.0,21.0,0,7.0,7.0,6.0,6.0,6.0,5.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,6.0,-0.13,3.0,3.0,6.0,5.0,0,0.0,0.6,1.2,2.0,0.7,0.5,0.6
0,21.0,28.0,0,6.0,7.0,7.0,7.0,9.0,7.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,5.0,5.0,0.35,3.0,3.0,6.0,4.0,0,7.0,0.6,1.4,2.4,0.6,0.5,0.5
0,21.0,23.0,0,6.0,9.0,10.0,8.0,10.0,7.0,10.0,20.0,40.0,10.0,10.0,10.0,5.0,8.0,6.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,5.0,0.1,3.0,3.0,6.0,5.0,0,2.0,0.6,1.6,2.8,0.6,0.7,0.5
0,27.0,30.0,1,6.0,6.0,6.0,5.0,6.0,4.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,9.0,8.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,0.04,3.0,1.0,7.0,7.0,0,3.0,0.5,1.4,1.4,1.05,1.4,1.05
0,25.0,25.0,0,8.0,10.0,9.0,9.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,9.0,6.0,8.0,5.0,-0.12,4.0,0.0,6.0,4.0,0,0.0,1.4,1.6,1.35,0.9,1.2,0.75
0,25.0,24.0,1,8.0,5.0,6.0,6.0,5.0,1.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,4.0,5.0,10.0,4.0,10.0,4.0,-0.2,4.0,0.0,4.0,5.0,0,1.0,0.8,1.0,1.5,0.6,1.5,0.6
0,25.0,24.0,1,7.0,6.0,6.0,7.0,5.0,4.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,7.0,9.0,7.0,9.0,3.0,-0.29,4.0,0.0,5.0,4.0,0,1.0,1.2,1.4,1.35,1.05,1.35,0.45
0,25.0,28.0,1,7.0,6.0,6.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,8.0,7.0,5.0,8.0,7.0,-0.01,4.0,0.0,7.0,5.0,0,3.0,1.2,1.6,1.05,0.75,1.2,1.05
0,25.0,26.0,1,10.0,8.0,7.0,8.0,7.0,8.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,10.0,6.0,-0.24,4.0,0.0,8.0,7.0,0,1.0,1.4,1.6,1.2,0.9,1.5,0.9
0,25.0,30.0,1,6.0,7.0,5.0,5.0,5.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,3.0,8.0,9.0,8.0,10.0,5.0,-0.05,4.0,0.0,8.0,4.0,0,5.0,0.6,1.6,1.35,1.2,1.5,0.75
0,25.0,25.0,0,9.0,8.0,7.0,8.0,6.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,9.0,8.0,0.06,4.0,0.0,9.0,8.0,0,0.0,1.6,1.6,1.35,1.2,1.35,1.2
0,25.0,23.0,1,6.0,4.0,7.0,6.0,2.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,5.0,8.0,7.0,10.0,8.0,0.11,4.0,0.0,6.0,7.0,0,2.0,1.2,1.0,1.2,1.05,1.5,1.2
0,25.0,21.0,1,8.0,7.0,7.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,5.0,4.0,7.0,5.0,9.0,7.0,0.28,4.0,0.0,5.0,4.0,0,4.0,1.0,0.8,1.05,0.75,1.35,1.05
0,25.0,28.0,1,9.0,8.0,8.0,8.0,8.0,7.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,9.0,7.0,8.0,5.0,0.11,4.0,0.0,7.0,7.0,0,3.0,1.4,1.6,1.35,1.05,1.2,0.75
0,25.0,28.0,1,8.0,9.0,9.0,9.0,7.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,6.0,-0.15,4.0,0.0,6.0,7.0,0,3.0,1.0,1.6,1.2,0.9,1.35,0.9
0,25.0,23.0,0,8.0,9.0,8.0,10.0,9.0,8.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,0.53,4.0,0.0,7.0,5.0,0,2.0,1.4,1.4,1.05,1.2,1.2,0.9
0,23.0,25.0,0,8.0,9.0,9.0,8.0,7.0,4.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,3.0,5.0,2.0,-0.38,10.0,0.0,2.0,2.0,0,2.0,0.4,1.0,1.0,0.45,0.75,0.2
0,23.0,24.0,1,6.0,5.0,7.0,5.0,5.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,6.0,7.0,1.0,7.0,2.0,-0.02,10.0,0.0,2.0,3.0,0,1.0,0.4,1.2,1.4,0.15,1.05,0.2
0,23.0,24.0,1,8.0,7.0,7.0,8.0,7.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,3.0,8.0,7.0,6.0,6.0,4.0,0.46,10.0,0.0,5.0,4.0,0,1.0,0.6,1.6,1.4,0.9,0.9,0.4
0,23.0,28.0,1,7.0,6.0,8.0,7.0,6.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,4.0,7.0,6.0,1.0,4.0,3.0,-0.06,10.0,0.0,2.0,2.0,0,5.0,0.8,1.4,1.2,0.15,0.6,0.3
0,23.0,26.0,1,10.0,9.0,9.0,10.0,7.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,7.0,4.0,5.0,6.0,5.0,4.0,0.22,10.0,0.0,6.0,5.0,0,3.0,1.4,0.8,1.0,0.9,0.75,0.4
0,23.0,30.0,1,5.0,6.0,6.0,6.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,3.0,7.0,6.0,4.0,6.0,2.0,-0.05,10.0,0.0,2.0,2.0,0,7.0,0.6,1.4,1.2,0.6,0.9,0.2
0,23.0,25.0,0,9.0,8.0,7.0,7.0,7.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,7.0,6.0,0.02,10.0,0.0,5.0,5.0,0,2.0,1.0,1.6,1.6,1.05,1.05,0.6
0,23.0,23.0,1,7.0,3.0,5.0,5.0,3.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,5.0,6.0,6.0,0.05,10.0,0.0,6.0,4.0,0,0.0,1.2,1.4,1.2,0.75,0.9,0.6
0,23.0,21.0,1,8.0,7.0,7.0,7.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,7.0,6.0,4.0,4.0,4.0,0.06,10.0,0.0,5.0,4.0,0,2.0,0.4,1.4,1.2,0.6,0.6,0.4
0,23.0,28.0,1,9.0,9.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,5.0,0.08,10.0,0.0,6.0,6.0,0,5.0,1.2,1.6,1.6,0.9,1.05,0.5
0,23.0,28.0,1,8.0,8.0,7.0,8.0,7.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,2.0,7.0,2.0,0.16,10.0,0.0,3.0,3.0,0,5.0,0.4,1.6,1.4,0.3,1.05,0.2
0,23.0,23.0,0,8.0,9.0,8.0,9.0,9.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,0.03,10.0,0.0,6.0,5.0,0,0.0,1.2,1.2,1.2,0.9,0.9,0.4
0,22.0,24.0,0,9.0,7.0,7.0,7.0,6.0,5.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,3.0,4.0,2.0,2.0,1.0,0.44,4.0,1.0,1.0,4.0,0,2.0,0.17,0.3,0.72,0.4,0.5,0.1
0,22.0,28.0,0,8.0,8.0,7.0,8.0,6.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,3.0,6.0,6.0,4.0,5.0,1.0,-0.27,4.0,1.0,1.0,2.0,0,6.0,0.51,0.6,1.08,0.8,1.25,0.1
0,22.0,26.0,0,9.0,8.0,8.0,8.0,7.0,9.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,4.0,4.0,0.29,4.0,1.0,6.0,5.0,1,4.0,1.36,0.7,1.08,1.2,1.0,0.4
0,22.0,30.0,0,7.0,5.0,6.0,6.0,4.0,5.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,4.0,5.0,4.0,4.0,4.0,-0.28,4.0,1.0,3.0,5.0,0,8.0,0.17,0.4,0.9,0.8,1.0,0.4
0,22.0,23.0,0,8.0,4.0,4.0,7.0,5.0,3.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,2.0,6.0,1.0,6.0,2.0,0.2,4.0,1.0,2.0,3.0,0,1.0,0.17,0.2,1.08,0.2,1.5,0.2
0,22.0,21.0,0,8.0,7.0,7.0,6.0,6.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,3.0,7.0,1.0,4.0,2.0,-0.31,4.0,1.0,1.0,3.0,0,1.0,0.17,0.3,1.26,0.2,1.0,0.2
0,22.0,28.0,0,8.0,8.0,8.0,8.0,8.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,8.0,3.0,8.0,2.0,-0.07,4.0,1.0,3.0,3.0,0,6.0,1.02,0.4,1.44,0.6,2.0,0.2
0,22.0,28.0,0,9.0,9.0,8.0,9.0,8.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,2.0,4.0,7.0,3.0,6.0,2.0,-0.06,4.0,1.0,1.0,2.0,0,6.0,0.34,0.4,1.26,0.6,1.5,0.2
0,22.0,23.0,0,9.0,8.0,9.0,10.0,9.0,8.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,3.0,4.0,-0.16,4.0,1.0,4.0,1.0,0,1.0,0.85,0.6,1.08,0.8,0.75,0.4
0,22.0,24.0,1,7.0,6.0,7.0,6.0,7.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,8.0,6.0,7.0,3.0,7.0,2.0,-0.41,4.0,3.0,6.0,4.0,1,2.0,1.6,1.32,1.26,0.45,1.05,0.2
0,22.0,28.0,1,8.0,8.0,6.0,7.0,6.0,6.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,8.0,7.0,4.0,7.0,2.0,0.08,4.0,3.0,6.0,4.0,1,6.0,1.2,1.76,1.26,0.6,1.05,0.2
0,22.0,22.0,1,6.0,8.0,9.0,5.0,9.0,3.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,0.11,4.0,3.0,8.0,5.0,0,0.0,1.6,1.54,1.44,1.2,1.2,0.6
0,22.0,25.0,0,7.0,8.0,8.0,7.0,6.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,7.0,5.0,6.0,8.0,6.0,4.0,0.2,4.0,3.0,5.0,6.0,0,3.0,1.4,1.1,1.08,1.2,0.9,0.4
0,22.0,23.0,1,5.0,8.0,5.0,3.0,3.0,3.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,7.0,7.0,4.0,6.0,6.0,-0.05,4.0,3.0,6.0,5.0,0,1.0,1.2,1.54,1.26,0.6,0.9,0.6
0,22.0,21.0,1,5.0,7.0,6.0,7.0,5.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,8.0,8.0,5.0,7.0,5.0,0.42,4.0,3.0,8.0,7.0,0,1.0,1.2,1.76,1.44,0.75,1.05,0.5
0,22.0,23.0,0,6.0,8.0,8.0,8.0,9.0,6.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,5.0,3.0,0.52,4.0,3.0,6.0,6.0,0,1.0,1.2,1.76,1.26,0.9,0.75,0.3
0,23.0,25.0,0,6.0,6.0,8.0,7.0,8.0,4.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,6.0,6.0,5.0,6.0,5.0,0.19,2.0,1.0,6.0,5.0,0,2.0,0.3,1.2,1.2,1.0,1.2,0.5
